ID;CENTER;BUILDING;FLOOR;SECTOR;IP;VLAN;HOSTNAME;PROCESSOR;MEMORYRAM;OPERATIVESYSTEM;MOTHERBOARD;PERIPHERALS;STORAGECAPACITY;STORAGETYPE;MONITORBRAND;MONITORMODEL;MONITORSIZE;INT;SOFTWAREINSTALLED;COMMENTS;BUILDINGKEY;FLOORKEY;SECTORKEY
292;Ramos Mejia;EDIFICIO GERENCIAL;PLANTA BAJA;LEGALES;10,0,3,234;10;Desktop-SRIB1V5;I7;16GB;Windows 10 Pro;Asustek H510M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-gerencial;planta-baja;legales
293;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.2.41;10;DANIEL.MEDA;I7;12GB;Windows 10 Pro;GB H110 M;SP 4510 DN;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
294;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.3.186;10;AUTORIZA-1;I7;8GB;Windows 10 Pro;GB H110 M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
295;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.3.26;10;CONTRATA-6;I7;16GB;Windows 10 Pro;AS H510M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
296;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;172.28.16.1;10;PRESUPUESTOS;I5;6GB;Windows 10 Pro;AS H81M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
297;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10,0,2,84;10;APS-ROBOT\APS;I3;4GB;Windows 10 Pro;INTEL DH55TC__;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
298;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.3.244;10;CALIDAD-5;I7;16GB;Windows 10 Pro;AS H510M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
299;Ramos Mejia ;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.3.184;10;CALIDAD-01;I7;32 GB;Windows 10 Pro;GB H410M;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
300;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.2.131;10;CALIDAD-02;I7;32GB;Windows 10 Pro;GB H410M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
301;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.2.251;10;AUTORI-3;I7;8GB;Windows 10 Pro;AS H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
302;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.2.96;10;CALIDAD-4;I7;16GB;Windows 10 Pro;AS H510M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
303;Ramos Mejia;EDIFICIO GERENCIAL;PRIMER PISO;COMERCIAL CONTRATACIONES;10.0.3.88;10;AUTORIZACION-2;I7;8GB;Windows 10 Pro;GB H110 M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-gerencial;primer-piso;comercial-contrataciones
304;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.3.183;10;LEANDRO-IMPLEMENTACI‡N;I7 ;8GB;Windows 10 Pro;ASUS H310M PRO VDH PLUS;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
305;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.3.220;10;IMPL--DANI;I7 ;16GB;Windows 10 Pro;ASUS PRIME H510M-E;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
306;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.2.116;10;SIST-IMPLE-MAJO;I7 ;8GB;Windows 10 Pro;ASUS PRIME H510M-E;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
307;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.3.81;10;JORDAN-PRO;I7;16GB;Windows 10 Pro;Microstar H510M;NO DATA;260GB;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
308;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.2.118;10;PEDRO;I7 ;8GB;Windows 10 Pro;M H310;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
309;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.2.48;10;SIST--DIEGO;I7 ;16GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
310;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.2.28;10;SISTEMAS-LEONARDO;I7 ;16GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
311;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.3.223;10;SISTEMAS-GAB;I7 ;16GB;Windows 10 Pro;PRIME H-510;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
312;Ramos Mejia;SUBSUELO;SUBSUELO;SISTEMAS;10.0.3.217;10;SISTEMAS-SANTIAGO;I7 ;16GB;Windows 10 Pro;PRIME H-510;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
313;Ramos Mejia;SUBSUELO;SUBSUELO;HONORARIOS;10.0.3.31;10;HONORARIOS-01;I7 ;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;honorarios
314;Ramos Mejia;SUBSUELO;SUBSUELO;HONORARIOS;10.0.2.74;10;HONORARIOS-02 ;I7 ;8GB;Windows 10 Pro;NO DATA;NO DATA;NO DATA;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;honorarios
315;Ramos Mejia;SUBSUELO;SUBSUELO;HONORARIOS;10.0.3.57;10;HONORARIOS-04;I7 ;12GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;honorarios
316;Ramos Mejia;SUBSUELO;SUBSUELO;HONORARIOS;10.0.3.74;10;HONORARIOS-05;I7 ;16GB;Windows 10 Pro;PRIME H-510;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;honorarios
317;Ramos Mejia;SUBSUELO;SUBSUELO;MARKETING;10.0.3.76;10;MARKETING-eve-aguiler;I7 ;16GB;Windows 10 Pro;NO DATA;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;marketing
318;Ramos Mejia;SUBSUELO;SUBSUELO;MARKETING;NO DATA;10;NO DATA;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;marketing
319;Ramos Mejia;SUBSUELO;SUBSUELO;ATENCION AL PUBLICO (ATP) ;10.0.3.78;10;callcenter--10;I7 ;8GB;Windows 10 Pro;Gigabyte  H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;atencion-publico
320;Ramos Mejia;SUBSUELO;SUBSUELO;NO DATA;10.0.3.66;10;PC-BACKUP;I7 ;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
321;Ramos Mejia;SUBSUELO;SUBSUELO;DOCENCIA E INVESTIGACION;10.0.3.233;10;HSJD-05;I7 ;16GB;Windows 10 Pro;Asustek H510M;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;doc-investigacion
322;Ramos Mejia;SUBSUELO;SUBSUELO;RESIDENTES;10.0.2..237;10;Residentes-Hab;I7 ;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;residentes
323;Ramos Mejia;SUBSUELO;SUBSUELO;NO DATA;10.0.3.201;10;NO DATA;I7 ;8GB;Windows 10 Pro;Asrock H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
324;Ramos Mejia;SUBSUELO;SUBSUELO;NO DATA;10.0.2.220;10;Residentes-1-1;I7 ;8GB;Windows 10 Pro;Gigabyte B360M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;sistemas
325;Ramos Mejia;SUBSUELO;SUBSUELO;SALON DE ACTOS; 10.0.3.96 ;10;SALONDEACTOS;I7;8GB;Windows 10 Pro;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;subsuelo;subsuelo;salon-actos
326;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 1;10.0.3.51;155;CONS-01-EXT;I5;8GB;Windows 10 Pro;GIGABYTE;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;750;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-1
327;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 2;10.0.3.24;155;Consul-02-eda;I5;6 GB;Windows 10 Pro;Intel DH61CR;Ticketera;120 GB ;SSD;NO DATA;NO DATA;NO DATA;751;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-2
328;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 3;10.0.3.89;155;CONS-3-EXT;I7;8GB;Windows 10 Pro;Asrock Hh410m;Ticketera;500GB ;HDD;NO DATA;NO DATA;NO DATA;752;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-3
329;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 4;10.0.3.5;155;CONS-4-EXT;I5;4GB;Windows 10 Pro;Gigabyte H81M-H;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;753;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-4
330;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 5;10.0.3.126;155;Cons-5-EDA;I7;8GB;Windows 10 Pro;Gigabyte H310M;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;754;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-5
331;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 6;NO DATA;155;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;Ticketera;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;755;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-6
332;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 6;Sin red;155;Equipo-Cons-6;I5;4GB;Windows 7 32;GIGABYTE H81M-H;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;Conectada a equipo medico;ed-a;planta-baja;consultorio-7
333;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 7;10.0.3.142;155;CONS-07-EXT;I5;8GB;Windows 10 Pro;GIGABYTE MFLP5IP-00;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;756;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-8
334;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 8;10.0.2.224;155;CONS-08-EXT;I3;4GB;Windows 10 Pro;Asustek H61M;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;757;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-9
335;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 9;10.0.2.248;155;CONS-09-EXT;I5;8GB;Windows 10 Pro;GIGABYTE;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;758;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-10
336;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 10;10.0.2.97;155;CONS-10-EXT;I5;8GB;Windows 10 Pro;GIGABYTE;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;759;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-11
337;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 11;10.0.3.68;155;CONS-11-EXT;I5;8GB;Windows 10 Pro;Intel J72692-310;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;760;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-12
338;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 12;10.0.2.160;155;CONS-12-EXT;R7;8GB;Windows 10 Pro;Asus PN50;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-13
339;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 13;NO DATA;30;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;762;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-14
340;Ramos Mejia;EDIFICIO A;PLANTA BAJA;CONSULTORIO 14;NO DATA;30;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;763;NO DATA;NO COMMENT;ed-a;planta-baja;consultorio-15
341;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 15;10.0.2.31;155;CONS-15-EXT;I3;4GB ;Windows 10 Pro;GIGABYTE H61M;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;434;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-16
342;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 16;10.0.2.241;155;CONS-16-EXT;i7;4GB;Windows 10 Pro;GIGABYTE H110M-H-CF;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;429;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-17
343;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 17;10.0.3.32;155;CONS-17-EXT;I7;8GB;Windows 10 Pro;GIGABYTE H110M-H-CF;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;428;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-18
344;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 18;10.0.3.12;155;CONS-18-EXT;I7;4GB;Windows 10 Pro;GIGABYTE H81M-H;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;427;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-19
345;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 19;10.0.3.161;155;CONS-19-EXT;I5;4GB;Windows 10 Pro;H81M-VG4;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;431;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-20
346;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 20;10.0.2.249;155;CONS-20-EXT;I7;4GB;Windows 10 Pro;GIGABYTE H81M-H;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;432;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-21
347;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 21;NO DATA;30;N-computing;NO DATA;NO DATA;NO DATA;NO DATA;Ticketera;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;605;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-22
348;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 22;10.0.2.21;155;CONS-22-EXT;I5;8GB;Windows 10 Pro;Asrock H31M-V64;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;601;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-23
349;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 23;10.0.3.199;155;CON-23-EXT;I5;8GB;Windows 10 Pro;Asus PN62S;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;606;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-24
350;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 24;10.0.3.71;155;HSJD-03;I7;8GB;Windows 10 Pro;GIGABYTE H110M;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;604;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-25
351;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 25;10.0.2.187;155;CONS-25-EXT;Intel Celeron;4GB;Windows 10 Pro;Giga MZGIKPD;Ticketera;500GB ;HDD;NO DATA;NO DATA;NO DATA;764;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-26
352;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 26;10.0.2.292;155;CONS-26-EXT;I5;8GB;Windows 10 Pro;Intel ;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;765;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-27
353;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 27;10.0.2.157;155;CONS-27-EXT;I5;8GB;Windows 10 Pro;Asus eklpng25;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;760;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-28
354;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 28;10.0.2.12;155;CONS-28-EXT;I5;8GB;Windows 10 Pro;Asus eklpng25;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;767;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-29
355;Ramos Mejia;EDIFICIO A;PRIMER PISO;CONSULTORIO 29;10.0.3.239;155;HOLTER;I7;8GB;Windows 10 Pro;GiGABITE h310m1;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;435;NO DATA;NO COMMENT;ed-a;primer-piso;consultorio-30
356;Ramos Mejia;EDIFICIO A;PLANTA BAJA;VACUNATORIO;10.0.3.138;155;Vacunatorio;I3;4GB;Windows 10 Pro;Intel DH61WW;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;891;NO DATA;NO COMMENT;ed-a;planta-baja;vacunatorio
357;Ramos Mejia;EDIFICIO A;PLANTA BAJA;ENFERMERIA;NO DATA;70;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;768;NO DATA;NO COMMENT;ed-a;planta-baja;enfermeria
358;Ramos Mejia;EDIFICIO A;PLANTA BAJA;RECEPCION;10.0.3.121;155;rec-eda-02;I7;8GB;Windows 10 Pro;Gigabyte H510M;NO DATA;140GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;OpenOfice;NO COMMENT;ed-a;planta-baja;recepcion
359;Ramos Mejia;EDIFICIO A;PLANTA BAJA;RECEPCION;10.0.2.178;155;HSJD-01;I7;16GB;Windows 10 Pro;Gigabyte H510M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;OpenOfice;NO COMMENT;ed-a;planta-baja;recepcion
360;Ramos Mejia;EDIFICIO A;PLANTA BAJA;RECEPCION;10.0.3.218;155;ATP-EDA-3;I7;8GB;Windows 10 Pro;Asustek H310M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;OpenOfice;NO COMMENT;ed-a;planta-baja;recepcion
361;Ramos Mejia;EDIFICIO A;PRIMER PISO;RECEPCION;10.0.3.82;155;CardioATP-01;I7;8GB;Windows 10 Pro;Gigabyte H510M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;OpenOfice;NO COMMENT;ed-a;primer-piso;recepcion
362;Ramos Mejia;EDIFICIO A;PRIMER PISO;RECEPCION;10.0.3.231;155;CardioATP-2;I7;8GB;Windows 10 Pro;Gigabyte H310M;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;OpenOfice;NO COMMENT;ed-a;primer-piso;recepcion
363;Ramos Mejia;EDIFICIO A;PRIMER PISO;RECEPCION;10.0.3.145;155;Cardio-Inform;I3;4GB;Windows 10 Pro;H1WO;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-a;primer-piso;recepcion
364;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;OFICINA;10.0.3.171;10;ING-SEC;I7;8GB;Windows 10 Pro;H110M;MP C306;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;oficina
365;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;OFICINA;10.0.3.133;10;ING-SEGHI;I7;8GB;Windows 10 Pro;H110M;MP C306;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;oficina
366;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;OFICINA;10.0.2.55;10;ING-MAURO;I7;16GB;Windows 10 Pro;H510M;MP C306;240GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;Open Office;NO COMMENT;ed-externos;planta-baja;oficina
367;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;OFICINA;10.0.3.43;10;ING-SERGIO;I3;4GB;Windows 7;H110M;MP C306;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;oficina
368;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;ELECTROMEDICINA;10.0.3.213;10;ELECTRO-PABLO;I7;8GB;Windows 10 Pro;H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;electromedicina
369;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;ELECTROMEDICINA;10.0.3.243;10;ELECTROMED-01;I7;16GB;Windows 10 Pro;H510M;MP 201;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;electromedicina
370;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;ELECTROMEDICINA;10.0.2.60;10;SIN-USUARIO;A8;6GB;Windows 10 Pro;PM2A55M;MP 201;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 365;NO COMMENT;ed-externos;planta-baja;electromedicina
371;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;MANTENIMIENTO;10.0.2.43;10;MANTENIMIENTO 2;I3;4GB;Windows 10 Pro;H61M;NO DATA;240GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;mantenimiento
372;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;MANTENIMIENTO;10.0.2.39;10;MANTENIMIENTO--;I7;8GB;Windows 10 Pro;H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;mantenimiento
373;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;MANTENIMIENTO;10.0.2.55;10;MANTENIMIENTO-01;I3;4GB;Windows 10 Pro;H110M;NO DATA;240GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-externos;planta-baja;mantenimiento
374;Ramos Mejia;EDIFICIOS EXTERNOS;PLANTA BAJA;MANTENIMIENTO;10.0.3.100;10;MANTENIMIENTO-4;I7;8GB;Windows 10 Pro;Gigabyte H110M-H;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-externos;planta-baja;mantenimiento
375;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ISLA;10.0.1.54;155;Totem-Orienta2;Intel Pentium;4GB;Windows 10 Pro;H81M-E33;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;isla
376;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ISLA;10.0.1.55;155;Totem-Isla4;Intel Pentium;4GB;Windows 10 Pro;H81M-H;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;isla
377;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ISLA;10.0.3.236;155;Totem-IMG;A6;4GB;Windows 10 Pro;A320M PRO-VH;NO DATA;120GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;isla
378;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;GUARDIA;10.0.1.57;155;Totem-Guardias;Intel Pentium;4GB;Windows 10 Pro;H81M-E33;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;guardia
