ID;CENTER;BUILDING;FLOOR;SECTOR;IP;VLAN;HOSTNAME;PROCESSOR;MEMORYRAM;OPERATIVESYSTEM;MOTHERBOARD;PERIPHERALS;STORAGECAPACITY;STORAGETYPE;MONITORBRAND;MONITORMODEL;MONITORSIZE;INT;SOFTWAREINSTALLED;COMMENTS;BUILDINGKEY;FLOORKEY;SECTORKEY
89;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;SUPERVISION DE ENFERMERIA;10,0,2,240;0;SUP-ENF-1P-02;I7;8GB;Windows 10 Pro;Asustek H510M;NO DATA;1 TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;planta-baja;sup-enfermeria
90;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;SUPERVISION DE ENFERMERIA;10.0.2.4;0;SUP-ENF-1P;I7;8GB;Windows 10 Pro;Gigabyte H110M;Parlantes;160GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2010;NO COMMENT;ed-central;planta-baja;sup-enfermeria
91;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;SUPERVISION DE ENFERMERIA;10.0.3.249;0;SUP-ENF;I7;8GB;Windows 7;Gigabyte H110M;Parlantes;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Office 2016;NO COMMENT;ed-central;planta-baja;sup-enfermeria
92;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 15;10.0.2.45;80;CAI-LAB-1;I5;4GB;Windows 10 Pro;Gigabyyte H81M;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-15
93;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 14;NO DATA;80;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;968;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-14
94;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 13;10.0.3.167;80;CAI-13;I7;4GB;Windows 10 Pro;Gigabyte H110M;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;967;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-13
95;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 12;10.0.3.114;155;CAI-12;I3;4GB;Windows 7 32;Gigabyte   ;NO DATA;120GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-12
96;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 11;10.0.2.88;155;CAI-11;I3;2GB;Windows 7 32;Intel;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-11
97;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CAI ATP;NO DATA;0;CAI-LAB-0;I3;4GB;Windows 10 Pro;Gigabyte H81M;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;CAI ATP
98;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 10;10.0.2.188;155;AMU-10;I5;8GB;Windows 10 Pro;Gigabyte MFLP5IP-00;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;455;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-10
99;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 9;10.0.2.89;155;AMU-09;I5;8GB;Windows 10 Pro;Gigabyte MFLP5IP-00;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;467;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-9
100;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 8;NO DATA;155;AMU-08;I5;8GB;Windows 10 Pro;Gigabyte MFLP5IP-00;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;479;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-8
101;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 7;10.0.3.91;155;GUARDIA--7;I7 ;8GB;Windows 10 Pro;NO DATA;Ticketera;120 GB ;SSD;NO DATA;NO DATA;NO DATA;468;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-7
102;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 6;NO DATA;155;GUARDIA6-CONSUL;I5;16GB;Windows 10 Pro;Microstar H510M;NO DATA;240GB ;SSD;NO DATA;NO DATA;NO DATA;462;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-6
103;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 5;10.0.2.149;155;GUARDIA-05;I5;4GB;Windows 10 Pro;Asustek H81M;Ticketera;500GB ;HDD;NO DATA;NO DATA;NO DATA;461;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-5
104;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 4;10.0.2.111;155;AMU--04;I7;8GB;Windows 10 Pro;GIGABYTE H110M;Etiquetas;1TB ;HDD;NO DATA;NO DATA;NO DATA;460;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-4
105;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 3;10.0.2.59;155;AMU-03;I7;8GB;NO DATA;Gygabyte H110M;Ticketera;120GB ;SSD;NO DATA;NO DATA;NO DATA;464;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-3
106;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 2;10,0,2,153;155;GUARDIA2-CONSUL;I5;16GB;Windows 10 Pro;Microstar H510M;Ticketera;240GB ;SSD;NO DATA;NO DATA;NO DATA;464;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-2
107;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CONSULTORIO 1;10.0.2.155;155;AMU-01;I7;8GB;Windows 10 Pro;Asustek H510M;Ticketera;500GB ;HDD;NO DATA;NO DATA;NO DATA;465;NO DATA;NO COMMENT;ed-central;planta-baja;consultorio-1
108;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;YESO;NO DATA;80;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;801 / 469;NO DATA;NO COMMENT;ed-central;planta-baja;yeso
109;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;ECOGRAFIA;10.0.2.177;80;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;329;NO DATA;NO COMMENT;ed-central;planta-baja;ecografia
110;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;COORDINANCION ENFERMERIA;NO DATA;80;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;coord-enfermeria
111;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;GUARDIA ADULTOS;10.0.2.196;0;GUARDIA-SUP;I7;8GB;Windows 10 Pro;Gigabyte H110M;MP 402;500GB ;HDD;NO DATA;NO DATA;NO DATA;341;NO DATA;NO COMMENT;ed-central;planta-baja;guard-adultos
112;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;GUARDIA ADULTOS;10.0.2.156;0;ENF-GUARDIA-ADU;I3;2GB;Windows 7;Intel;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;341;NO DATA;NO COMMENT;ed-central;planta-baja;guard-adultos
113;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;JEFE DE URGENCIAS;10.0.3.25;0;GUARDIA-SUP-01;I3;4GB;Windows 10 Pro;Gigabyte H61M;SP 4510 DN;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;jefe-urgencias
114;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;GUARDIA PEDIATRICO;10.0.3.160;0;GUARDIA-PED-02;I3;4GB;Windows 10 Pro;Intel;Doble Monitor;500GB ;HDD;NO DATA;NO DATA;NO DATA;373;NO DATA;NO COMMENT;ed-central;planta-baja;guard-pediatrico
115;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;GUARDIA PEDIATRICO;10..0.3.28;0;GUARDIA-PED-01;I7;8GB;Windows 10 Pro;Gigabyte H110M;SP 310;500GB ;HDD;NO DATA;NO DATA;NO DATA;474;NO DATA;NO COMMENT;ed-central;planta-baja;guard-pediatrico
116;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;EXTRACCIONES;10.0.2.14;155;LAB-GUARDIA;I5;4GB;Windows 10 Pro;Asustek H81M;Etiquetas;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;Lector;ed-central;planta-baja;extraciones
117;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;TRIAGE ADULTOS;NO DATA;155;TRIAGE-ADULTO;I7;16GB;Windows 10 Pro;Gigabyte H310M;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;470;NO DATA;NO COMMENT;ed-central;planta-baja;triage-adulto
118;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;TRIAGE PEDIATRIA;10.0.2.106;155;TRIAGE-PEDIATRIA;I7;8GB;Windows 10 Pro;Asustek H510M;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;472;NO DATA;NO COMMENT;ed-central;planta-baja;triage-pediatria
